audio_path,sentence
dataset/clips/common_voice_yo_36952751.mp3,Ọlá ní òun kò bẹ̀rù àṣẹ ilé ẹjọ́ rárá.
dataset/clips/common_voice_yo_36952752.mp3,"Lọ́sẹ̀ tó kọjá, mo pàdé àlùfáà wa nílé ọtí kan."
dataset/clips/common_voice_yo_36952754.mp3,Àwọn akẹ́kọ̀ọ́ ní ìyanṣẹ́lódì àwọn òṣìṣẹ́ fásítì ń ṣe àkọ́bá fáwọn.
dataset/clips/common_voice_yo_36952756.mp3,"Mo fẹ́ bímọ méjì, Táyé àti Kẹ́yìndé, lọ́dún tó ń bọ̀."
dataset/clips/common_voice_yo_36952757.mp3,Agbẹjọ́rò àgbà lórílẹ́èdè yìí ti dá ẹjọ́ tí wọ́n pèmọ́ olùṣọ́.
dataset/clips/common_voice_yo_36952758.mp3,Kí ni ìdí tí Kúnlé kò fi kópa nínú àwẹ̀ tó ń lọ lọ́wọ́
dataset/clips/common_voice_yo_36952759.mp3,Gómìnà ìpínlẹ̀ Èkìtì ti dá àwọn ṣọ́jà mẹ́tẹta tó wọ bùbá dúró
dataset/clips/common_voice_yo_36952765.mp3,Àìsàn Márùndínláàdọ́rùn ni wọ́n wòsàn.
dataset/clips/common_voice_yo_36952766.mp3,"Mákindé,Lánlẹ́hin àti Abísádé ni àwọn ọmọ tí ìyá olóbì bí."
dataset/clips/common_voice_yo_36952768.mp3,Àwọn ọmọ Yorùbá kan ti fárígá lórí ìkọlù elégún
dataset/clips/common_voice_yo_36952769.mp3,Bùkúnmi Olúwasínà ní ọ̀kan lára àlá òun ló wá sí ìmúṣẹ
dataset/clips/common_voice_yo_36952776.mp3,Ọmọ rẹ̀ ti fi ilé ọkọ sílẹ̀ láti bí oṣù kan.
dataset/clips/common_voice_yo_36952777.mp3,Ilé mẹ́tàlélógún àti ọkọ̀ márùndínlógun ló ní sí Èkó.
dataset/clips/common_voice_yo_36952778.mp3,Ikọ̀ ọmọ ogun méjì kan ti ba òpó iná ọba jẹ́ ní Òkè Ògùn
dataset/clips/common_voice_yo_36952779.mp3,A ti ṣetán láti fún Wálé Ògúnrìndé ní ìbò èmi àti ìyàwó mi
dataset/clips/common_voice_yo_36952780.mp3,Inú ìrora ni bàbá Kúnlé wà kí Dókítà tó báa sọ̀rọ̀ ìfẹ́.
dataset/clips/common_voice_yo_36952781.mp3,Adéníyì ti kéde ètò ìsìnkú ìyàwó rẹ̀ tó kú ní ìjẹrin
dataset/clips/common_voice_yo_36952782.mp3,Kí ló dé táwọn Mùsùlùmí ṣe fárígá lórí ipò Igbákejì Ààrẹ?
dataset/clips/common_voice_yo_36952783.mp3,Ìgbìmọ̀ adájọ́ orílè-èdè yìí fẹ́ ṣèpàdé lórí ìdàgbàsókè ètò ìlera.
dataset/clips/common_voice_yo_36952785.mp3,"Kò sí èyí tí ò ṣe pàtàkì nínú ọmọ, yálà obìnrin tàbí ọkùnrin."
dataset/clips/common_voice_yo_36952787.mp3,Wọ́n kéde pé kí gbogbo èèyàn máa jìnà sí ara wọn ní ìta gbangba.
dataset/clips/common_voice_yo_36952788.mp3,Modúpẹ́ pé Ọkùnrin méjì ló fẹ́ fẹ́ mi lọ́jọ́ náà
dataset/clips/common_voice_yo_36952789.mp3,Ọjọ́ Àìkú ní agbébọn ya wọ ṣọ́ọ́ṣì lásìkò ìsìn.
dataset/clips/common_voice_yo_36952790.mp3,Kòrónà ló pa ẹ̀gbọn àti àbúrò ní Ọ̀yọ́.
dataset/clips/common_voice_yo_36952791.mp3,Púpọ̀ àwọn ìmọ̀le kìí bẹ̀rẹ̀ àwẹ̀ títí dìgbà tí wọ́n bá fojú rí oṣù.
dataset/clips/common_voice_yo_36952792.mp3,Wọ́n ti ń ṣàyẹ̀wò ènìyàn ìdá ọgọtá láti dènà ààrùn jẹjẹrẹ.
dataset/clips/common_voice_yo_36952793.mp3,Kò sí ohun to lè mú agbábọ́ọ̀lù náà dúró sí ikọ̀ tó ti bẹ̀rẹ̀.
dataset/clips/common_voice_yo_36952794.mp3,Ọ̀gá àgbà ọgbà ẹ̀wọ̀n ti fèsì sí ìròyìn tí a gbọ́ nípa Ọbàtálá
dataset/clips/common_voice_yo_36952796.mp3,Ẹ̀wọ̀n ọdún márùn-ún ni ìkọ̀ọ̀kan nínú àwọn ọmọ Arówólò gbà
dataset/clips/common_voice_yo_36952797.mp3,Púpọ̀ nínú àwọn ènìyàn ṣẹ̀ṣẹ̀ gbà pé ìṣẹ̀ṣe ò ṣé fọwọ́ rọ́.
dataset/clips/common_voice_yo_36952798.mp3,Àwọn olólùfẹ́ Bàbá Ìjèsà gba owó fún un.
dataset/clips/common_voice_yo_36952799.mp3,Ẹ̀dínwó epo bẹntírò tí ìjọba kéde kò kan ará ilú.
dataset/clips/common_voice_yo_36952802.mp3,Ọ̀pọ̀lọpọ̀ àwọn ọ̀dọ́ tó nífẹ̀ẹ́ sí láti kọ orin ti ń sálọ.
dataset/clips/common_voice_yo_36952803.mp3,Ọkọ̀ agbépo míràn tún gbiná l'Ékò.
dataset/clips/common_voice_yo_36952804.mp3,"Lẹ́yìn tó kúrò lórí oyè, Oyètọ́lá gorí oyè tẹ̀lée."
dataset/clips/common_voice_yo_36952806.mp3,"Dípò fífikún owó oṣù òṣìṣẹ́, ìjọba kan ń pariwo ni."
dataset/clips/common_voice_yo_36952809.mp3,"Ní ìgbà náà, ìfọwọ́sowọ́pọ̀ maa ń wáyé láàárín àwọn obìnrin ilé."
dataset/clips/common_voice_yo_36952810.mp3,Arákùnrin tó jí owó ìjọba ti lọ si ẹ̀wọ̀n ọdún mẹ́fà.
dataset/clips/common_voice_yo_36952811.mp3,Òtútù ọ̀tẹ̀ yìí máa pọ̀ ju gbogbo èyí tí o lè ti rí rí.
dataset/clips/common_voice_yo_36952812.mp3,Àwon aṣèwádìí sọ pé iye àwọn tó wà ní ẹ̀wọ̀n ti pọ jù.
dataset/clips/common_voice_yo_36952813.mp3,Ọgá àgbà ilé iṣẹ́ ológun ti bu ẹnu atẹ́ lu ìwà ìbàjẹ́ ní ìlú
dataset/clips/common_voice_yo_36952814.mp3,Tọkọtaya tí wọ́n fọ́jú ń ṣẹ iṣẹ́ olùkọ́ bímọ mẹ́ta.
dataset/clips/common_voice_yo_36952816.mp3,Àwọn nǹkan tó ka akẹ́kọ̀ọ́ fásitì láya ti pọ̀ jù bó ṣe yẹ lọ.
dataset/clips/common_voice_yo_36952817.mp3,Fíìmù ‘Owó ni kókó’ jẹ́ ká mọ̀ pé ìgbà ìpọ́njú làá mọ ọ̀rẹ́.
dataset/clips/common_voice_yo_36952818.mp3,Ìbọn ni wọn fi lé àwọn jàǹdùkú tó n rísí àwọn ọ̀dọ́ lágbègbè Orílé.
dataset/clips/common_voice_yo_36952819.mp3,Àwọn ẹlẹ́sẹ̀ náà yóò wà ní ìkáwọ́ ọlọ́pàá títí di ọ̀la
dataset/clips/common_voice_yo_36952820.mp3,Kúnlé lòdì sí ìrìnàjò tí a ń rìn láti Èkó sí Ìbàdàn
dataset/clips/common_voice_yo_36952825.mp3,Léyìn tí ìwọ́de parí tán ni ìwà ọ̀daràn búrẹ́kẹ ní Nàíjíríà.
dataset/clips/common_voice_yo_36952827.mp3,Gàní Adéwálé ti sọ̀rọ̀ nípa ìtàn tó mú Olúwaṣeun jáde nílé
dataset/clips/common_voice_yo_36952829.mp3,Bàbá Sùwé ló yẹ kí ó jẹ ààrẹ ẹgbẹ́ àwọn òṣèré Yorùbá
dataset/clips/common_voice_yo_36952837.mp3,Ilé ẹjọ́ tú ìgbéyàwó ọdún mẹ́wàá ká nítorí ẹ̀sùn ìbálòpọ̀.
dataset/clips/common_voice_yo_36952848.mp3,Àṣẹ ti jáde láti ẹnu àlùfáà láti ṣe iṣẹ́ aṣọ́bodè fún bàbá
dataset/clips/common_voice_yo_36952849.mp3,Àwọn dókítà kan kúrò ní Nàíjíríà lọ sílẹ̀ Gẹ̀ẹ́sì.
dataset/clips/common_voice_yo_36952860.mp3,Ilé aṣojú-ṣòfin dábàá kí ìjọba sún ìwọlé àwọn akẹ́kọ̀ọ́.
dataset/clips/common_voice_yo_36952861.mp3,Bàbá Adébóyè ti bẹ̀bẹ̀ fún àdúrà lọ́wọ́ àwọn ará àdúgbò
dataset/clips/common_voice_yo_36952862.mp3,Torí mo ní ìfaradà ni mo ṣe ṣe àṣẹpeyọrí nínú iṣé mi.
dataset/clips/common_voice_yo_36952863.mp3,Olórín ni ọmọkùnrin tí àwọn ará ibí kó bá wọn kun ilé wọn.
dataset/clips/common_voice_yo_36952864.mp3,Iléeṣẹ́ ọlọ́pàá sọ pé Lápàdé ṣì ni ọ̀gá ọlọ́pàá ìpínlẹ̀ Èkó.
dataset/clips/common_voice_yo_36952881.mp3,Òkuta kan ti ń bọ̀ láti orí àpáta ńlá ẹ̀gbẹ́ títì
dataset/clips/common_voice_yo_36952882.mp3,Bí arákùnrin náà ṣe máa ń tọ́jú aya àti ẹbí rẹ̀ kò bójúmu tó.
dataset/clips/common_voice_yo_36952883.mp3,Ẹgbẹ́ ọmọ Odùduwà ní ìjọba kò gbọdọ̀ gbé Bánjí.
dataset/clips/common_voice_yo_36952884.mp3,Ọ́ọ́físà tó lu awakọ̀ kan níbi ìwọ́de náà ti gba ìwé máa lọ ilé.
dataset/clips/common_voice_yo_36952885.mp3,Àwọn ọlọ́pàá fi ojú àwọn afurasí yẹn rí màbo.
dataset/clips/common_voice_yo_36952891.mp3,Òfin ilẹ̀ adúláwọ̀ kò fún ìjọba láṣẹ́ láti gbé Ìgbòho.
dataset/clips/common_voice_yo_36952893.mp3,Àwọn ọmọ ilé ẹ̀kọ́ wa ti ṣe ìdánwò sáà tí a wà yìí.
dataset/clips/common_voice_yo_36952894.mp3,Mọ̀ sì lérò láti bá Fẹ́mi Owódùnní jẹun kí n tó rìnrìnàjò
dataset/clips/common_voice_yo_36952895.mp3,A rí ọmọ ilé ẹ̀kọ́ kan tó bá ẹlòmíràn ṣe ìdánwò ní Àkúrẹ́.
dataset/clips/common_voice_yo_36840058.mp3,Ọmọ ẹgbẹ́ òkùnkùn dèrò àtìmọ́lé torí nílùú Ìbàdàn.
dataset/clips/common_voice_yo_36840059.mp3,Ìyàwó àwọn ọlọ́pàá tó kú lásìkò ìwọ́de tó kọjá ti bẹ̀bẹ̀ fún ìrànwọ́
dataset/clips/common_voice_yo_36840060.mp3,Nítori ọrọ táa sọ lọ́jọ́sí ni Túndé yoo fi kúrò nílé ìwé.
dataset/clips/common_voice_yo_36840061.mp3,Ilẹ̀ mímìtìtì ní ìlú ṣakí ti sọ àwọn olugbé ibẹ̀ sínú hílàhílo
dataset/clips/common_voice_yo_36840341.mp3,Àwọn dókítà tó kúrò ní Nàíjíríà lọ sílẹ̀ òkèerè ti padà wálé
dataset/clips/common_voice_yo_36840342.mp3,"Ìgbòho ní Aláàfin, Ọ̀ọ̀nì, Olúbàdàn tì òun lẹ́yìn."
dataset/clips/common_voice_yo_36840343.mp3,Àfáà ń wáàsù kí àwọn alátìlẹ́yìn rẹ̀ má gba abẹ́rẹ́ àjẹ́sára.
dataset/clips/common_voice_yo_36840349.mp3,Awọn gómìnà kankan ti padà sí ẹgbẹ́ òṣèlú onígbàálẹ̀.
dataset/clips/common_voice_yo_36840350.mp3,Ọ̀pọ̀ ènìyàn ló fẹ́ kúrò nílè Nàíjíríà.
dataset/clips/common_voice_yo_36840402.mp3,Ọba ìlú wa kìlọ̀ fún áwọn ọ̀dọ́ lórí ṣíṣe òògùn owó òjijì.
dataset/clips/common_voice_yo_36840404.mp3,Ọ̀pọ̀lọpọ̀ àwọn ọ̀dọ́ lọ́ fẹ́ fi orílẹ̀ èdè Nàìjíríà sílẹ̀.
dataset/clips/common_voice_yo_36840405.mp3,Àwọn àjẹ́ ló wà nídí ọ̀rọ̀ Àrẹ̀mú.
dataset/clips/common_voice_yo_36840406.mp3,Oṣù kan péré ni Àjídé fi ṣe ìgbéyàwó pẹ̀lú Adélékè.
dataset/clips/common_voice_yo_36840465.mp3,Àtisùn ti dogun torí ọ̀rọ̀ àbò ní orílẹ-èdè yìí.
dataset/clips/common_voice_yo_36840468.mp3,Ìwádìí fi hàn pé ikú àrá ló pa àwọn òṣìṣẹ́ ìjọba mẹ́ta kan.
dataset/clips/common_voice_yo_36840470.mp3,Àwọn ẹ̀yà Yorùbá máa ń pé ara wọn ní ọmọ ilẹ̀ káàárọ̀-ò-jíire.
dataset/clips/common_voice_yo_36840472.mp3,Ẹ̀sùn ìwà àjẹbánu tí wọn fi kan ọ̀gá àgbà ilé-iṣẹ́ aṣọ́bodè tó kú
dataset/clips/common_voice_yo_36840507.mp3,"Ẹgbọ́n mi ni Ọlápọ̀si, ó ní ìyàwó méjì, àti ọmọ mẹ́ta."
dataset/clips/common_voice_yo_36840510.mp3,Ọ̀rẹ́bìnrin méjì ti para wọn torí wọ́n ba ọkọ ara wọn sùn.
dataset/clips/common_voice_yo_36840516.mp3,Ajá mẹ́ta ló ń ṣọ́ ilé ọ̀gá ọlọ́pàá tó wà ní Yemẹtu Ìbàdàn
dataset/clips/common_voice_yo_36840517.mp3,Ẹ̀sùn bíbá ọmọdé tage kò yẹ àgbàlagbà ọkùnrin
dataset/clips/common_voice_yo_36840567.mp3,Àwọn ìlànà yìí yóó ṣe ìrànwọ́ fún àwọn ènìyàn.
dataset/clips/common_voice_yo_36840569.mp3,Ìjà wọn ò ṣeé dá sí kí wọn má baà yi lé èèyàn lórí.
dataset/clips/common_voice_yo_36840570.mp3,Ó jọ bí ẹni pé alága ẹgbẹ́ Iréwọlédé ni Ọlátúndé Adégbuyì
dataset/clips/common_voice_yo_36840571.mp3,Ṣèyí fojú hàn n'íta fún ìgbà àkọ́kọ́ lẹ́yìn tó ṣẹ́gun ọ̀tá.
dataset/clips/common_voice_yo_36840572.mp3,Ìjọba Ọ̀sun ní abẹ́rẹ́ àjẹsára lọ́wọ́.
dataset/clips/common_voice_yo_36840609.mp3,Bùnmi tún parọ́ pé òun kọ́ lòun wa ọkọ̀ sáré àsájù.
dataset/clips/common_voice_yo_36840610.mp3,Gbogbo àwọn ọmọbìnrin ló nílò ìtọ́jú tó dára.
dataset/clips/common_voice_yo_36840611.mp3,Àwọn òṣìṣẹ́ ìjọba ti ń kọ́ àwọn èèyàn bí wọ́n ṣe lè dìbò
dataset/clips/common_voice_yo_36840613.mp3,Iṣẹ́ àgbẹ̀ ṣe kókó lásìkò yìí.
dataset/clips/common_voice_yo_36840678.mp3,"Ọlá tún gún òǹlàjà, tó jẹ́ ẹ̀gbọ́n ẹni tí wọn jọ ń jà."
dataset/clips/common_voice_yo_36840680.mp3,Ǹjẹ́ o mọ̀ nípa Bídèmí tó wọ gàu ní Amẹ́ríkà lórí ẹ̀sùn jì̀bì̀tì̀
dataset/clips/common_voice_yo_36855395.mp3,Àwọn adarí ilé iṣẹ́ náà ni ó ń fa wàhálà fún àwọn òṣìṣẹ́ náà.
dataset/clips/common_voice_yo_36855396.mp3,Kò séwu fún gbogbo àwọn tí yóò kópa nínú ìfẹsẹ̀wọnsẹ̀ ní Èkó.
dataset/clips/common_voice_yo_36855397.mp3,Ìforúkọ sílẹ̀ ti ń lọ lórí ayélujára láti di ọlọ́pàá.
dataset/clips/common_voice_yo_36855398.mp3,Ohun tó ṣẹlẹ̀ níbi àjọ̀dún ẹgbẹ́ wa kọ́wa lọ́gbọ́n gidigidi.
dataset/clips/common_voice_yo_36908366.mp3,Ẹgbẹ́ ọlọ́dẹ pariwo síta lórí ìlànà ìgbanisíṣẹ́ ìjọba.
dataset/clips/common_voice_yo_36908379.mp3,Mó mu àwọn àlàyé àti ìmọ̀ràn yí ni pàtàkì nínú ìgbésí ayé mi.
dataset/clips/common_voice_yo_36908389.mp3,Wọ́n sọ̀rọ̀ ìjìnlẹ̀ níbi ètò tí mo lọ lọ́jọ́ ìsinmi tó kọjá
dataset/clips/common_voice_yo_36908391.mp3,Adìyẹ kan yàgbé sí orí ọkọ̀ mi.
dataset/clips/common_voice_yo_36908401.mp3,Ọlá ń kírun lọ́wọ́ ni wọ́n ta ní ìbọn.
dataset/clips/common_voice_yo_36908407.mp3,Ìjọba ìpínlẹ̀ Ọ̀yọ́ ti kó ẹgbẹ̀rún ìrẹsì fún àwọn òṣìṣẹ́ ìjọba.
dataset/clips/common_voice_yo_36908412.mp3,Adédoyin ló ni ilé ìtura tó wà lọ́nà Yemẹtu ní Ìbàdàn
dataset/clips/common_voice_yo_36908421.mp3,Ìpàdé ìdìbò ẹgbẹ́ òṣèlú wa máa wáyé ní ìlú Ìsánlú lọ́túnla
dataset/clips/common_voice_yo_36908423.mp3,Àwọn ọlọ́sìn ẹja ní àìríṣẹ́ṣe ló fà gbogbo oun tó ṣẹlẹ̀.
dataset/clips/common_voice_yo_36908425.mp3,Èèyàn mẹ́rin kú ní Nàíjíríà lónìí.
dataset/clips/common_voice_yo_36908426.mp3,Ta ló fipá bá Fúnkẹ́ lò pọ̀ ní ìlú Ọ̀ṣun?
dataset/clips/common_voice_yo_36908433.mp3,Babaláwo Ìgbòho sọ pé àwọn agbófinró ti gbé aṣọ òun lọ.
dataset/clips/common_voice_yo_36908436.mp3,Ìjà wáyé láàrin ọ̀rẹ́ tímọ́-tímọ́ méjì.
dataset/clips/common_voice_yo_36908438.mp3,Àwọn olórí àwọn òṣìṣẹ́ fún ààrẹ Nàìjíríà ti sálọ.
dataset/clips/common_voice_yo_36908441.mp3,Bọ̀sú ti padà yọjú sí àgọ́ ọlọ́pàá lẹ́yìn tí wọ́n ráṣẹ́ pè é.
dataset/clips/common_voice_yo_36908442.mp3,Ó ní kí ìjọba àpapọ̀ náà ṣé àtúnṣe.
dataset/clips/common_voice_yo_36908443.mp3,Kì í ṣe nǹkan tuntun kí agbábọ́ọ̀lù kú sórí pápá.
dataset/clips/common_voice_yo_36908446.mp3,Awọn janduku kan kọlu ilé ìfowópamọ́sí ní Ìdí Àpẹ́ Ìbàdàn
dataset/clips/common_voice_yo_36908448.mp3,Ìyáàfin Olúwalóní ti bèèrè fún owó ìtanràn lọ́wọ́ ọlọ́pàá.
dataset/clips/common_voice_yo_36908449.mp3,Ilé-ìwé gíga Èkó ti gba Bùsáyọ̀ wọlé.
dataset/clips/common_voice_yo_36908450.mp3,Àwọn mẹ́fà kú nínú àwọn sójà tí ó lọ jà fún ìlú.
dataset/clips/common_voice_yo_36908464.mp3,Folúkẹ́ ní òun kò ní gbàgbé àdúrà òwúrọ̀ tó máa ń gbà.
dataset/clips/common_voice_yo_36908465.mp3,Ewu wo làwọn òṣìṣẹ́ elétò ìlèra ń kojú ní Nàìjíríà?
dataset/clips/common_voice_yo_36908467.mp3,Ikú ààrẹ̀ ìjọ́sí jẹ́ oun tó dun gbogbo ìlú gidigidi.
dataset/clips/common_voice_yo_36908488.mp3,"Bọ́lá fẹ́ ja mí lólè, ṣùgbọ́n Ọlọ́run kò gbà fún-un"
dataset/clips/common_voice_yo_36908496.mp3,Bàbá mi kọ̀ láti bá mi sọ̀rọ̀ torí ọ̀kọ akáta tí mo mú wálé
dataset/clips/common_voice_yo_36908497.mp3,"Wọ́n gbà pé owó ni àwọn ará Èkó ń lé, wọn kò ní Ọlọ́run."
dataset/clips/common_voice_yo_36908501.mp3,Àwọn ọ̀dọ́ ìlú Ọ̀ffa fàákékọ́rí lórí ìwọ́de náà.
dataset/clips/common_voice_yo_36908506.mp3,"Àwọn olórin tún máa ń mọ ìtàn nípa èèyàn, ìdílé àti ìlú lápapọ̀."
dataset/clips/common_voice_yo_36908507.mp3,Ẹyọ kan ṣoṣo ló wá láti tọ̀jú aláìsàn nínú àwọn òṣìṣẹ́ náà.
dataset/clips/common_voice_yo_36908508.mp3,Ìjọba ìpínlẹ̀ Ògùn ti gbé ìlànà mìíràn láti fi ṣe ìsìnkú ọba.
dataset/clips/common_voice_yo_36908509.mp3,Ọ̀dọ̀ fásitì kan ní ìlú Èkó ló ṣe òògùn ìtura yìí.
dataset/clips/common_voice_yo_36908510.mp3,Ọlọ̀pàá yin àwọn aráàlú tí wọ́n kígbe síta.
dataset/clips/common_voice_yo_36916783.mp3,Nkò le ṣeré pẹ̀lú ọkùnrin tí mi ò mọ rí lẹ́yìn ìgbeyàwó mi
dataset/clips/common_voice_yo_36916784.mp3,Ọ̀yọ́ ti di ìpílẹ̀ àkọ́kọ́ tó pín páàdì ǹkan osu fún àwọn obìnrin.
dataset/clips/common_voice_yo_36916786.mp3,Ọkọ ọbabìnrin ilẹ̀ Gẹ̀ẹ́sí àti àwọn ọmọ rẹ̀ ni wọ́n pé jọ
dataset/clips/common_voice_yo_36916788.mp3,Báwo ni àwọn ikọ̀ yìí yóó ṣe dáná sun ara wọn?
dataset/clips/common_voice_yo_36916793.mp3,Wọ́n má ń fipá bá obìnrin kan lòpò láàárín wákàtí mẹ́ta.
dataset/clips/common_voice_yo_36916794.mp3,Ó yẹ kí àwọn ará ìlú ní nǹkan ìjà láti dáàbò bo ara wọn
dataset/clips/common_voice_yo_36916795.mp3,Ọmọ tó bí sọ́gbà ẹ̀wọ̀n ló kọ̀kọ́ gba ẹ̀bùn ẹ̀kọ́ ọ̀fẹ́.
dataset/clips/common_voice_yo_36916797.mp3,Tókẹ́ Mákinwá wà lára àwọn gbajúmọ̀ tí fídíò wọn wà lórí ayélujára.
dataset/clips/common_voice_yo_36916803.mp3,Gómìnà ìpínlẹ̀ Èkó tuntun ti bẹ̀rẹ̀ iṣẹ́ ní pẹrẹwu.
dataset/clips/common_voice_yo_36916805.mp3,Àwọn ọmọ náà jẹ àgbàdo lójú títì.
dataset/clips/common_voice_yo_36916806.mp3,Ẹni tó dábàá èlé owó epo ti tún bá ìjọba já nítorí àríyànjiyàn
dataset/clips/common_voice_yo_36916807.mp3,"Ìgbà tí wọ́n dé Ìbàdàn, wọ́n kọ́ ilé sí agbègbè Mọ̀lété."
dataset/clips/common_voice_yo_36916809.mp3,Iṣẹ́ ti bẹ̀rẹ̀ ní pẹrẹu fún Àmọ̀tẹ́kùn ní ìpínlẹ̀ Ọ̀yọ́.
dataset/clips/common_voice_yo_36916815.mp3,Pásítọ̀ ìjọ wa sọ tẹ́lẹ̀ pé ọrọ̀ ajé Nàíjíríà ma da.
dataset/clips/common_voice_yo_36916816.mp3,Ọ̀lọ́pàá sọ pé ìjọba àpapọ̀ kò ran àwọn lọ́wọ́ tó bó ṣe yẹ
dataset/clips/common_voice_yo_36916817.mp3,Alágbádá ti gbóṣùbà fún Gbóyèga Fámọdún kó tó gbée lọ sílé ẹjọ́
dataset/clips/common_voice_yo_36916818.mp3,Tàlàbí ní ìwọ́de kọ́ ni Ààrẹ ọ̀nà Kakańfò fi ń bẹ̀rẹ̀ ogun.
dataset/clips/common_voice_yo_36916819.mp3,Ilé aṣòfin ìpínlẹ̀ Ọ̀yọ́ ti wó.
dataset/clips/common_voice_yo_36916820.mp3,Àwọn Adigunjàlè kọlu ilé-ìfowópamọ́ ní Ọṣun.
dataset/clips/common_voice_yo_36916821.mp3,Ṣèyí Mákindé ti yọ àwọn olùkọ́ kúrò nípò.
dataset/clips/common_voice_yo_36916822.mp3,Mo ti gbà fún Ọlọ́run níbi tí mo wà báyìí ni Ìgbòho sọ.
dataset/clips/common_voice_yo_36916827.mp3,Àwọn jàndùkú jí agbábọ́ọ̀lù Nàìjíríà méjì gbé lópòpónà.
dataset/clips/common_voice_yo_36916828.mp3,Ìjọba àpapọ̀ ti ra abẹ́rẹ́ àjẹsára onígbá méjì ẹgbẹ̀rún mẹ́wàá.
dataset/clips/common_voice_yo_36916829.mp3,Àwọn ọkùnrin gọ̀lọ̀ṣọ̀ kan fipá bá mi lòpò fún oṣù mẹ́fà.
dataset/clips/common_voice_yo_36916830.mp3,Ìyà ló ń jẹ àwọn nọ́ọ̀sì ní Ọ̀wọ̀ tí wọ́n fi ń bínú.
dataset/clips/common_voice_yo_36916831.mp3,Ẹni ṣiṣẹ́ jàre ìṣẹ́ ni àwọn Yorùbá máa ń wí.
dataset/clips/common_voice_yo_36916832.mp3,Àwọn àwòrán tí wọ́n yà níbi ìgbéyàwó ọmọ ààrẹ kò dára.
dataset/clips/common_voice_yo_36916836.mp3,"Jọ̀wọ́ bá mi kí ìyá wa pẹ̀lú ọmọ pupa mi, Oyindàmọ́lá."
dataset/clips/common_voice_yo_36916837.mp3,Ó ṣe pàtàkì fún gbogbo ọmọ ìlú lái dìbò yan aṣojú wọn.
dataset/clips/common_voice_yo_36916838.mp3,Ọkùnrin méjì ló fi mágùn sí orí ìyàwó rẹ̀ ní Bashọ̀run
dataset/clips/common_voice_yo_36916839.mp3,Ẹlòmíìran ń fi irú ọyàn wa tọrọ.
dataset/clips/common_voice_yo_36916855.mp3,Àjọ aṣọ́nà kìlọ̀ f'áwọn awakọ̀ tó máa tẹ fóònù lórí ìrin ní Èkó.
dataset/clips/common_voice_yo_36916858.mp3,Gómìnà Bùkọ́lá fún Dókítà ní àmì ẹ̀yẹ fún ìṣẹ́ takuntakun.
dataset/clips/common_voice_yo_36916860.mp3,"Irun mi ti gùn ju bó ṣe yẹ lọ, mo fẹ́ lọ gée kúrú"
dataset/clips/common_voice_yo_36916862.mp3,Ìdájọ́ òdodo nìkan ni mò ń bèèrè fún lórí ọ̀rọ̀ Bàbá Ìjẹ̀ṣà.
dataset/clips/common_voice_yo_36916866.mp3,Kò sí ààyè láti fẹ́ran Akérédolú ju Arígbábuwó lọ
dataset/clips/common_voice_yo_36916867.mp3,"Ọ̀rẹ́ bí ọmọ ìyá ni èmi àti Ìfẹ́dọ̀lápọ̀, alábáárò mi ni ó ń ṣe."
dataset/clips/common_voice_yo_36916868.mp3,Ọmọ ọdún mẹ́tàdínláàdọ́ta kan ló pa ọkọ ẹ̀ nítorí owó
dataset/clips/common_voice_yo_36916869.mp3,Tọ́lá tún wá sí ààfin láìmú ọkọ wá.
dataset/clips/common_voice_yo_36916870.mp3,O ti tó àádọ́ta ọdún tí a ti fi ẹ̀sùn kan Ìgbòho àti Káyọ̀dé
dataset/clips/common_voice_yo_36916872.mp3,Àwọn agbénipa tí wọ́n jí ọmọ náà gbé ní ojú pópó lásán ló paá
dataset/clips/common_voice_yo_36916873.mp3,Agbẹjọ́rò ẹbí olóògbé náà ti jáde láyé.
dataset/clips/common_voice_yo_36916874.mp3,Àlékún bá iye owó búrẹ́dì ní ìlú Èrúwà.
dataset/clips/common_voice_yo_36916876.mp3,Kí gan-an láwọn nǹkan tó n fa àìsàn ibà ní àgọ̀-ara?
dataset/clips/common_voice_yo_36916885.mp3,Dọ́kítà kan ti sọ àwọn ìdí tí obìnrin fi dára ju ọkùnrin lọ.
dataset/clips/common_voice_yo_36916886.mp3,Ó yẹ kí fífi ìjilnlẹ̀ Yorùbá kọ àwọn ọmọdé jẹ́ nǹkan ìwúrí fún òbí.
dataset/clips/common_voice_yo_36916887.mp3,Ẹgbẹ́ ọmọ Odùduwà ní Alága ti fètò ìdájọ́ sí ọjọ́ Sátidé
dataset/clips/common_voice_yo_36916888.mp3,Ọ̀pọ̀ ọ̀dọ́ Nàíjíríà ń bèèrè láti ṣàtìpó ní Ògbómọ̀ṣọ́.
dataset/clips/common_voice_yo_36916894.mp3,Ẹwọ́n ọdún méjì ni wọ́n fún àwọn sója mẹ́rin tó pa ènìyàn.
dataset/clips/common_voice_yo_36916895.mp3,Ẹgbẹ́ àwọn awakọ̀ ṣe ìpàdé lánàá.
dataset/clips/common_voice_yo_36916896.mp3,Olóògbé gbé ìgbé ayé dada nígbàtí ó wà láyé.
dataset/clips/common_voice_yo_36916898.mp3,"Ìyanulolúwa kò bẹ̀rù àṣẹ ilé ẹjọ́, ó ní kí ẹgbẹ́ má bàjẹ́ ni tòun"
